"";"X.YEAR2018";"X.YEAR2019";"X.YEAR2020";"X.YEAR2021";"X.YEAR2022";"X.YEAR2023";"X.YEAR2024";"X.YEAR2025"
"teresa";-0,466;-0,0463;-0,1293;-0,332;-0,092;-1,4089;1,2033;0,6165
"machado";-1,7271;-0,1715;-0,4792;-1,2303;-0,3409;-3,2186;12,3361;-2,8078
"durán";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,5053;-0,3214;1,5931
"univpodcast";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;-2,9554;7,1767
"marinar";-0,2013;-0,0572;-0,1597;0,2139;0,6378;0,2941;0,5756;-0,7323
"364";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;-2,1634;3,8627
"vanessa";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;0,3175
"roger";0,3297;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;-1,5268;2,4305
"vera";-1,0692;-0,1062;-0,2966;-0,7616;7,6173;0,2776;0,5247;-1,319
"intercultural";-2,1995;-0,3104;-0,8671;-0,9281;-0,6169;8,1772;-13,6726;6,128
"extranjero";0,3336;-0,2423;7,2884;-1,7381;-0,4816;-3,0128;-0,3009;0,9555
"daniela";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-1,2431;0,5265;1,2276
"fernando";-1,0966;0,6541;-0,3042;-0,7811;-0,2165;-0,5481;1,3047;0,367
"izquierdo";-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;0,3302;0,6944;-0,2163
"interactions";-0,9595;-0,0953;-0,2662;-0,2669;-0,1894;0,8511;-0,539;0,825
"ángel";-0,5209;-0,0517;-0,1445;-0,371;-0,1028;-0,4758;0,5598;0,7417
"elena";-1,0966;-0,1089;0,2978;-0,7811;10,2913;0,2546;-0,2785;-1,3935
"mora";-0,7128;-0,0708;-0,1978;-0,5077;-0,1407;-0,2843;-1,1779;3,3624
"max";0,7249;-0,1007;-0,2814;-0,7226;-0,2002;-2,1229;1,7939;-0,2698
"eli";-0,7402;-0,0735;1,0997;-0,1767;-0,1461;-1,4131;-1,3059;3,7401
"rojo";1,289;-0,1824;0,4887;-1,3084;2,0129;0,2978;-1,0627;0,3719
"maria";-1,0143;-0,1007;-0,2814;-0,7226;0,4325;-0,4446;1,7939;-0,4121
"merced";-0,8773;-0,0871;-0,2434;-0,6249;-0,1732;-2,652;-5,3838;15,4894
"belén";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,3459;1,0923
"maldonado";0,3027;-0,0735;-0,2054;0,476;-0,1461;1,9247;-3,4661;0,9246
"zhu";-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;-1,6575;-1,5684;6,3537
"ramo";-1,8642;-0,1851;-0,5172;-1,328;0,243;-2,2984;-3,2524;13,4188
"classroom";-7,4021;-0,3041;-1,2924;-3,3175;-1,4612;-9,3795;-5,5707;40,3539
"concept";-3,5639;-0,3539;-0,4707;-0,3102;0,6605;-7,2029;17,6739;-4,9683
"cabrera";-0,5209;0,9497;-0,1445;0,2408;-0,1028;-0,8761;0,3514;0,7417
"ramon";1,3849;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;0,2816;0,3731
"martin";-0,52;0,6638;-0,2966;0,611;-0,2111;1,9264;-0,6537;-0,707
"martinez";-0,6579;-0,0653;-0,1825;-0,1457;-0,1299;-0,2269;1,3399;-0,6223
"room";-1,9738;-0,196;-0,5476;-0,4185;-0,3896;0,7581;-10,1903;12,7598
"juana";-0,9321;-0,0926;-0,2586;-0,664;-0,184;-2,8178;-2,8217;11,3436
"reina";-0,6854;-0,0681;-0,1901;-0,4882;-0,1353;-0,2549;-1,0543;2,9953
"cuerda";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;-1,9486;5,6137
"sensibilización";-0,795;-0,079;-0,2206;0,4359;2,2633;-1,5523;0,635;0,3422
"musical";0,7301;-0,3213;-0,8975;-0,3941;-0,6386;-2,7261;-5,5252;13,0689
"gutiérrez";-2,1109;-0,2096;-0,5857;-0,8465;-0,4167;-1,8753;0,9304;2,5702
"javier";-0,9322;-0,1606;-0,4487;-1,1522;-0,3193;-2,2973;6,5788;-1,0432
"wolfram";-1,453;-0,1443;-0,4031;-1,035;-0,2868;-3,3081;-1,4504;10,0956
"alpha";-0,7002;-0,1307;-0,3651;-0,4312;-0,2598;-1,6322;-0,7691;4,755
"diego";-4,03;-0,4002;-1,1181;-1,9808;17,8628;30,7502;-15,4976;-4,9385
"aguilar";-0,9595;-0,0953;-0,2662;-0,6835;-0,1894;-0,9207;1,4617;0,5983
"prototipado";-1,1514;-0,1143;-0,3194;-0,8202;-0,2273;-2,4882;-5,7045;16,8103
"apps";7,1473;-0,1633;-0,4564;-0,2964;-0,3247;-2,3598;-0,9153;0,4742
"silvia";-0,466;-0,0463;-0,1293;-0,332;-0,092;-1,4089;2,238;-0,2479
"martha";-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-1,4917;4,0881;-0,884
"patricia";-0,8498;-0,0844;-0,2358;0,3999;-0,1678;1,9164;0,462;-1,5397
"álvarez";-1,4687;-0,226;-0,6313;-1,6209;-0,4492;-2,1872;1,7604;1,7489
"chávez";-0,7128;-0,0708;-0,1978;-0,5077;-0,1407;0,3185;1,0003;-0,2972
"convergencia";0,7284;-0,1715;-0,1543;-1,2303;-0,3409;-1,2045;1,7304;-0,4554
"diagnósticas";-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-0,21;-4,4331;6,4103
"bioquímica";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;-1,0919;3,8655
"joan";-0,9869;-0,098;-0,2738;-0,703;-0,1948;-0,9716;6,876;-2,6173
"moreno";-1,919;0,4495;-0,5324;-1,367;0,6674;-2,4169;1,6122;1,2411
"nuria";1,9556;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;0,5265;-0,6385
"puente";19,0676;0,9696;-0,6769;-1,0311;-0,4816;-3,0128;-4,9157;0,7916
"sanz";-0,3838;-0,0381;-0,1065;-0,2734;1,8983;-0,259;-1,093;1,3967
"lorena";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,6454;0,6391
"uceda";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;5,9311;-2,9554;-0,4162
"jose";-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;2,8471;-0,5615
"luis";-1,2066;-0,2614;-0,7302;-1,8748;-0,1764;-0,4136;6,8552;-3,174
"tapia";-0,6854;-0,0681;-0,1901;-0,4882;-0,1353;6,5477;-3,8675;0,3471
"resiliencia";-0,5182;-0,1579;-0,4411;0,3259;0,2886;-0,2419;-0,6086;1,1315
"implementing";-0,5209;-0,0517;-0,1445;-0,371;-0,1028;-0,8761;-0,9919;4,0336
"oers";-0,6579;-0,0653;-0,1825;-0,4687;-0,1299;-1,989;-5,9108;14,3534
"adrián";-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;1,4955;-0,2897
"pla";-1,0692;-0,1062;2,337;-0,3154;0,4147;-1,1287;-1,4089;2,8806
"ruano";-0,4386;-0,0436;0,6119;-0,3125;-0,0866;-0,6861;-2,8196;5,3737
"jorge";-0,52;-0,1062;-0,2966;0,2871;-0,2111;-1,6093;2,1494;-0,3351
"puga";-0,6305;-0,0626;-0,1749;-0,4492;-0,1245;-1,9061;-4,3961;11,9155
"pandemia";-3,0922;-0,8004;-1,4442;-3,7178;-0,9202;9,4268;-4,1187;2,2548
"covid";-6,0313;-0,599;-0,3297;-0,6106;-0,6155;1,5988;0,6273;0,4267
"pbl";-2,6044;-0,2586;-0,7226;-1,8552;-0,5141;-7,8732;-23,3974;56,8171
"problem";-1,7242;-0,2559;-0,2899;5,4702;-0,5087;-2,3336;-2,039;3,7349
"rodrigues";-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-1,326;-0,3769;2,7509
"almeida";-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;-0,2234;1,9614
"carolina";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;0,4901;-0,3487
"estrada";-0,6854;-0,0681;0,4503;-0,4882;-0,1353;0,8884;0,2614;-0,2593
"tiktok";-2,6866;-0,2668;-0,7454;-1,9138;-0,5303;-0,9561;-15,7805;30,7716
"ortega";-0,4063;-0,0898;-0,251;-0,6444;-0,1786;-1,2396;0,4783;1,6371
"jiménez";-1,919;-0,1906;-0,1828;-1,367;-0,3788;-3,0011;0,6588;3,7915
"extremadura";-0,5757;-0,0572;-0,1597;-0,4101;-0,1136;-1,7404;-1,2674;5,8476
"lara";-0,466;-0,0463;-0,1293;0,2721;-0,092;-1,4089;-0,2741;1,8801
"infante";-0,466;-0,0463;-0,1293;-0,332;-0,092;-1,4089;-1,1067;4,8606
"cristina";-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-0,4292;0,6832;0,5367
"faba";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;-2,7091;6,5786
"telegram";-1,2611;-0,1252;-0,3499;-0,8983;-0,2489;0,7868;-8,5237;10,3109
"autoaprendizaje";-0,3342;-0,079;1,0462;-0,5663;-0,1569;0,6406;-2,5329;2,2101
"herrero";-0,7402;-0,0735;-0,2054;-0,5273;-0,1461;-0,5441;1,1554;0,4342
"kelly";-0,9321;-0,0926;-0,2586;2,474;-0,184;3,5881;-2,3065;-0,6796
"jesús";-1,0966;-0,1089;-0,3042;-0,7811;-0,2165;-1,6726;1,9508;0,7249
"luisa";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;1,5683;-0,4162
"laura";-1,2336;-0,1225;-0,3423;-0,3917;7,1015;1,7594;-1,1835;-0,7859
"acosta";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-1,2431;0,3066;1,7377
"irrupción";-3,2349;-0,3213;-0,1782;-2,3044;-0,6386;0,3104;0,9337;1,101
"conoci";-1,7271;-0,1715;1,6186;-0,6395;-0,3409;-4,0675;0,4257;3,15
"miento";-4,4884;-0,5608;7,5251;-1,3062;-0,5606;-6,6592;-0,9537;8,5611
"nologías";-0,8224;-0,0817;1,8247;-0,2093;-0,1623;-0,6782;0,5426;0,3032
"inteligen";-1,1788;-0,1171;4,0171;-0,3659;1,0031;-1,865;0,554;0,2698
"cia";-3,3784;-0,4411;5,2158;-2,2368;0,4882;-7,0467;-0,335;5,9651
"comprensible";0,8883;-0,0871;-0,2434;-0,6249;2,1425;-0,4876;-0,3434;-0,2354
"tudiantes";-2,248;-0,2232;-0,2347;-1,6014;-0,4438;0,3393;-0,3825;2,3857
"poten";-0,795;-0,079;1,8649;-0,5663;-0,1569;-1,0047;-0,4562;1,7685
"personaliza";-0,9869;-0,098;-0,2738;-0,703;-0,1948;-2,0506;3,377;-0,2399
"ción";-24,1558;-2,3989;18,5037;-5,0639;-1,0911;-20,999;-0,2962;23,9075
"indivi";-0,6579;-0,0653;0,4645;-0,4687;-0,1299;-0,7278;-0,6579;2,64
"permitiéndoles";-1,2885;-0,128;-0,3575;-0,9178;-0,2543;-0,5697;2,075;0,2701
"transmisor";-0,7402;-0,0735;-0,2054;-0,5273;-0,1461;0,2875;-4,2955;6,846
"mediador";-0,6593;0,6012;0,2571;-0,8983;-0,2489;2,0496;-3,7232;2,2755
"tes";-6,1069;-0,7324;4,0425;-4,1272;-0,815;-1,4959;0,3996;4,2754
"competer";-1,3707;-0,1361;0,234;-0,2062;-0,2706;-2,3264;0,8679;1,5026
"cias";-2,248;-0,2232;0,7671;-0,2915;1,0862;-4,5782;-0,2986;3,7462
"críti";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-1,2431;-1,8274;5,9852
"desarro";-1,3159;-0,1307;3,7454;-0,9374;-0,2598;-2,933;-0,7691;3,7124
"llo";-0,4386;-0,0436;0,6119;-0,3125;-0,0866;-1,326;-0,6225;2,7509
"iden";-0,4935;-0,049;0,568;0,2558;-0,0974;-1,4917;0,2592;1,2234
"profeso";-0,6305;-0,0626;-0,1749;-0,4492;-0,1245;-1,14;2,5377;-0,3389
"re|res";-4,5648;-0,569;14,0968;0,5024;-0,5723;-8,7548;-2,4251;8,1823
"liderar";-1,3262;-0,2777;3,3712;0,3306;-0,552;-0,6939;1,9217;-1,578
"integrarlas";-0,5757;-0,0572;-0,1597;0,2139;-0,1136;-0,5731;-0,3962;1,658
"minimizar";-1,4917;-0,2287;0,3671;0,5084;-0,4546;0,3027;0,7432;-0,3577
"proble";-0,7676;-0,0762;0,4116;-0,5468;-0,1515;-0,9476;-0,3871;2,383
"dores";-1,2611;-0,1252;2,9225;-0,8983;-0,2489;-1,5167;0,8452;0,5934
"mejo";-0,6305;-0,0626;4,3888;-0,4492;-0,1245;-1,9061;-2,0672;3,5029
"rar";-1,0417;-0,1035;1,5513;-0,7421;-0,2056;-2,1955;-0,7761;4,1205
"sevilla";-1,3707;-0,1361;-0,3803;-0,9764;-0,2706;-3,0826;-2,0542;11,2675
"rioja";-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;2,094;-0,2897
"jaume";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;0,8301;0,4932
"ever";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;0,3066;1,2276
"evolving";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,5175;1,0923
"landscape";-0,795;-0,079;-0,2206;2,0934;-0,1569;-0,6325;-1,206;1,7685
"chapter";-0,2328;-0,0626;-0,1749;-0,4492;-0,1245;-1,14;0,591;0,9956
"into";-5,4556;-0,5418;-0,8589;-0,3127;-1,0769;-8,8105;-1,1975;17,5976
"pedagogical";-2,8511;2,3696;-0,791;-1,2688;-0,5628;-3,9314;-0,336;6,3683
"possibilities";-0,5209;-0,0517;-0,1445;-0,371;0,6761;-0,8761;0,3514;1,0908
"specifically";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,5053;-0,9382;2,9733
"under";-0,296;-0,1171;-0,3271;-0,8397;-0,2327;-1,347;0,409;1,9018
"name";-0,2741;-0,0272;-0,0761;0,4411;-0,0541;0,2678;0,3459;-0,2851
"production";0,1967;-0,0436;-0,1217;-0,3125;-0,0866;-0,6861;-0,9632;2,7509
"english";-2,1693;-0,4601;-1,2854;-0,4166;-0,9146;-5,576;0,5221;6,9196
"foreign";-1,1788;-0,1171;-0,3271;-0,3659;-0,2327;-2,5619;-0,7713;5,9708
"efl";-1,0417;-0,1035;-0,289;-0,7421;-0,2056;-3,1493;-1,6247;9,281
"when";-1,953;0,2496;-1,004;0,6461;-0,7143;-5,7505;-1,3527;10,5491
"it";-13,3264;-0,8335;-3,1053;3,4437;-1,4481;-8,7028;-17,415;56,2878
"comer";24,1191;-0,2995;0,5248;-0,3314;-0,2188;-2,7377;-8,2036;0,5692
"written";-0,795;-0,079;-0,2206;-0,5663;0,5182;-0,3805;-2,0135;4,5238
"both";-1,8916;-0,1879;-0,5248;-0,727;-0,3734;-1,8787;-0,8409;6,9086
"languages";-0,795;-0,079;-0,2206;1,4329;-0,1569;-0,2153;-0,6531;0,7597
"external";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;1,2239;-0,3214;-0,2392
"assistance";-0,5757;0,9089;-0,1597;-0,4101;-0,1136;-1,7404;-0,3962;2,7354
"dictionaries";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;-2,4628;5,9805
"wide";0,7866;-0,0626;0,4794;1,1069;-0,1245;-0,3813;-1,5619;0,6908
"gram";-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;-1,6575;-3,7145;10,1811
"or";-13,1325;-1,3042;-3,6435;-1,6655;-2,5924;-6,5967;-8,2409;50,8585
"before";-1,1514;0,6355;-0,3194;-0,8202;-0,2273;-3,4808;-6,5929;18,1673
"outlined";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;-1,7362;5,0523
"below";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;-0,3214;2,2216
"readers";-0,4935;-0,049;-0,1369;0,7296;-0,0974;-0,8119;2,4993;-1,4234
"experiences";-1,2336;-0,1225;-0,3423;-0,8788;0,3673;-0,3302;0,5683;0,8515
"journey";-0,329;-0,0327;-0,0913;1,858;-0,0649;-0,1856;-1,2688;0,7892
"down";-0,3838;-0,0381;-0,1065;0,9064;-0,0758;-0,259;-0,6952;0,9363
"lane";0,2748;-0,0327;0,7223;0,3798;-0,0649;0,8518;-0,4581;-0,8121
"order";-1,2885;-0,128;-0,3575;-0,1816;-0,2543;-1,5742;0,4381;2,1504
"past";-0,3564;-0,0354;-0,0989;0,3539;-0,0703;-1,0774;-0,9382;2,9733
"rather";-0,2491;-0,0653;-0,1825;-0,4687;-0,1299;-1,2075;-0,9357;3,903
"present";-1,1788;-0,1171;-0,3271;-0,3659;-0,2327;-1,347;-0,4333;3,6337
"reflect";-0,5209;0,9497;-0,1445;-0,371;-0,1028;-0,4758;-0,9919;2,6058
"student";-7,457;-0,7405;0,2919;-2,162;-1,472;0,7011;-3,4278;10,9781
"like";-1,4255;-0,1416;-0,3955;1,5838;0,3216;0,3798;-1,1008;1,0753
"black";0,4406;-0,0953;-0,2662;3,1429;-0,1894;1,1571;-2,9909;0,2689
"white";-0,7402;-0,0735;-0,2054;-0,1767;0,5441;-0,315;0,4279;0,4342
"one";-0,5286;-0,3104;0,4981;1,9229;-0,2314;-3,4252;-1,5169;4,2117
"example";-1,3707;-0,1361;-0,3803;-0,458;-0,2706;-1,3;-5,0394;13,1104
"back";-0,6579;-0,0653;-0,1825;0,5452;-0,1299;-0,7278;0,3207;0,8963
"check";-0,2823;-0,0708;-0,1978;-0,1661;-0,1407;-2,1547;0,7291;1,0194
"while";-1,5352;-0,1525;-0,4259;0,635;-0,303;-1,6173;-1,2262;5,2622
"often";-0,4112;-0,0408;-0,1141;0,3093;-0,0812;-0,6247;-0,5136;1,7377
"carried";-0,7402;-0,0735;-0,2054;-0,1767;1,3579;-2,2376;-1,7109;5,1573
"cheating";-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-0,21;-0,3473;1,2234
"learner";-1,0143;-0,1007;-0,2814;-0,2909;-0,2002;-0,2744;-0,3613;1,5309
"sense";-0,7128;-0,0708;-0,1978;-0,1661;-0,1407;-1,3441;0,7291;1,0194
"many";-1,6449;0,5038;-0,4564;-0,2964;-0,3247;-1,8381;-3,8804;11,5382
"might";-1,3159;-0,1307;-0,3651;-0,9374;-0,2598;-1,1985;-2,5669;9,5226
"also";-4,6331;0,5453;-1,2854;-0,6145;-0,9146;-9,1483;-1,0498;16,3567
"shared";-0,5209;-0,0517;-0,1445;0,2408;0,6761;-0,241;-2,6184;3,2751
"there";-1,8891;0,3287;-0,7682;-0,46;-0,5466;-1,2986;-11,8917;23,1929
"was";-4,1122;-0,4084;-1,1409;1,4723;0,2552;-6,9716;-5,065;19,9537
"if";-2,1035;-0,2995;-0,8367;7,8691;-0,5953;-1,3727;-7,128;7,6739
"incorporate";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;-0,9208;1,0923
"way";-0,9538;-0,1633;-0,4564;-0,2964;-0,3247;-1,4154;-1,3523;6,069
"feeling";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;0,3175
"instead";-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;0,3956;1,3967
"educators";-2,6318;-0,2614;-0,7302;-1,1411;-0,5195;-3,4355;0,3759;6,318
"expected";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;-2,4628;5,9805
"texts";-0,6305;-0,0626;-0,1749;-0,4492;1,486;0,4322;-0,8222;0,9956
"structures";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,5053;-0,5723;2,2216
"had";-0,7415;-0,1361;-0,3803;-0,458;0,8947;-4,1438;0,3969;2,9343
"could";-2,2236;-0,3131;-0,8747;4,3356;0,3795;-1,5628;-7,3988;10,2926
"instant";0,3005;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;-0,6493;1,4456
"however";-1,4804;0,5419;-0,4107;-0,5125;-0,2922;-1,5095;-2,1948;8,2613
"shift";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;-1,2688;3,3745
"them";-2,7963;-0,2777;-0,7758;0,7888;-0,552;-3,8062;-0,8888;7,6569
"part";-0,7832;-0,1416;-0,3955;0,3957;-0,2814;-1,4037;-3,1457;8,1634
"itself";0,1967;-0,0436;-0,1217;-0,3125;-0,0866;-0,6861;0,2365;1,0809
"1982";2,2137;-0,0544;0,5294;0,6597;-0,1082;-0,5238;-1,5684;0,4065
"only";-1,7819;-0,177;-0,4944;0,4945;-0,3518;-1,6685;-0,2686;2,8923
"over";-1,0692;-0,1062;-0,2966;2,8503;-0,2111;-1,6093;-1,7513;3,3709
"after";-1,3433;-0,1334;-0,3727;-0,1979;-0,2652;-0,9049;-1,6048;5,6875
"pages";0,2315;-0,0381;-0,1065;0,9064;-0,0758;-1,1602;-0,2234;0,5763
"find";-0,7402;-0,0735;-0,2054;-0,5273;-0,1461;-1,4131;-0,4875;3,7401
"ala";-0,5209;-0,0517;-0,1445;-0,371;-0,1028;1,4618;0,5598;-0,9699
"print";-0,795;-0,079;-0,2206;-0,1983;0,5182;-2,4034;-1,5743;6,0309
"previous";-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,3406;-2,021;4,3757
"did";-0,5209;-0,0517;-0,1445;0,6934;-0,1028;-1,5746;-0,9919;3,2751
"bad";-0,4935;-0,049;-0,1369;0,2558;-0,0974;-1,4917;2,4993;-0,526
"point";-1,0417;-0,1035;-0,289;-0,3031;0,4234;-2,1955;1,6154;0,6326
"behind";0,2748;-0,0327;-0,0913;-0,2343;-0,0649;0,8518;-0,4581;-0,1927
"story";-0,6854;-0,0681;-0,1901;4,121;-0,1353;0,8884;-1,0543;-0,6857
"bell";3,2908;-0,049;-0,1369;-0,3515;-0,0974;1,5926;-3,2647;-0,2929
"any";-1,919;-0,1906;-0,5324;-0,3972;-0,3788;0,4865;-6,081;9,7668
"innovation";-1,8671;-0,3485;-0,2102;-0,297;-0,6927;-1,0629;0,6348;1,6736
"early";-1,6997;-0,1688;0,5338;-1,2108;-0,3355;-0,642;5,5448;-2,2577
"mean";-0,6854;-0,0681;-0,1901;1,6466;0,5724;0,5868;-1,8725;0,8068
"other";-3,3994;-0,3376;-0,4392;-0,6972;-0,2637;-1,3746;-5,12;15,938
"devices";-1,3159;-0,1307;-0,3651;-0,4312;-0,2598;-2,933;-6,9502;18,7666
"able";-0,795;-0,079;-0,2206;-0,5663;0,5182;-2,4034;-1,5743;6,8812
"average";-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;2,8471;-0,5615
"class";-1,8916;-0,1879;-0,5248;0,4431;3,6543;-5,7184;-1,4512;6,3531
"family";-0,3838;-0,0381;-0,1065;0,9064;-0,0758;-1,1602;-2,3804;4,3594
"being";-1,5352;-0,1525;0,2041;-0,5403;-0,303;-1,2218;-2,0907;7,6798
"situation";-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,6861;-0,9632;3,5066
"get";-0,5209;-0,0517;-0,1445;0,6934;-0,1028;-0,241;-0,2559;0,4672
"hand";-0,7128;-0,0708;-0,1978;-0,5077;-0,1407;-0,2843;0,3394;1,0194
"because";-0,6579;-0,0653;-0,1825;-0,1457;-0,1299;-1,2075;-0,9357;3,903
"although";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;-1,4508;2,9733
"skills";-2,0542;-0,249;1,2472;3,438;-1,2826;-1,7133;-2,4032;4,47
"reality";-1,453;-0,1443;-0,4031;0,383;-0,2868;-0,3834;-0,965;2,919
"yet";-0,5757;-0,0572;-0,1597;-0,4101;-0,1136;-0,5731;0,5756;0,8682
"western";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;1,0452;0,4456
"society";-1,4457;-0,4846;0,7018;11,5642;-0,9633;-1,3616;-0,2766;-1,1499
"today";0,3601;-0,0653;-0,1825;1,0628;-0,1299;-0,2269;-2,2402;1,6417
"developed";-0,8498;-0,0844;-0,2358;-0,2205;-0,1678;-2,5691;-0,6105;4,6338
"literacy";-3,701;0,6845;-1,0268;0,6127;-0,7306;-2,0764;2,7978;0,4177
"least";-0,3838;-0,0381;-0,1065;0,3305;-0,0758;-0,259;-1,6372;2,6364
"several";-0,7128;-0,0708;-0,1978;-0,5077;-0,1407;-2,1547;-0,8621;5,5168
"connection";-0,795;-0,079;-0,2206;-0,1983;-0,1569;-2,4034;1,8807;0,5263
"thus";-0,5757;-0,0572;-0,1597;-0,4101;-0,1136;-1,7404;0,3719;2,1599
"tools";-8,2795;-0,8222;-2,2971;-2,5811;-0,9543;-0,5574;-11,8396;33,9029
"within";-2,4947;-0,2477;-0,6921;-0,6357;-0,1618;-6,2378;-0,9753;11,2285
"case";-1,9603;-0,2831;-0,3381;0,3151;-0,2003;-2,4289;-0,8622;5,929
"distin";-0,466;-0,0463;-0,1293;-0,332;-0,092;-0,7486;0,5434;0,9528
"produced";-0,5209;-0,0517;-0,1445;-0,371;-0,1028;-1,5746;-0,2559;2,6058
"jones";-0,4248;-0,0926;-0,2586;-0,664;-0,184;1,2327;-1,861;1,8957
"without";-1,3159;-0,1307;-0,3651;3,665;-0,2598;-0,4095;-2,1669;2,0319
"same";-0,8773;-0,0871;-0,2434;0,7828;-0,1732;-1,7639;-0,6952;3,1718
"ways";-0,9047;-0,0898;-0,251;0,7549;-0,1786;0,2821;-1,3548;2,0351
"does";-1,6997;-0,1688;-0,4716;1,2623;-0,3355;-0,4603;-1,0723;2,5291
"future";-2,5618;-0,3387;0,8691;5,226;-1,5694;2,8626;-2,2183;-0,5751
"regard";-0,2741;-0,0272;-0,0761;0,4411;-0,0541;-0,8287;-1,5268;3,3514
"background";-0,466;-0,0463;-0,1293;-0,332;-0,092;0,2313;-0,2741;0,9528
"perspectives";-1,7271;-0,1715;-0,4792;0,8435;-0,3409;-2,5494;1,0354;1,2556
"holmes";-1,3464;-0,2804;-0,3332;7,6587;-0,5574;-0,7205;0,4559;-1,1735
"providing";-0,7676;-0,0762;-0,213;-0,5468;-0,1515;-0,9476;-0,5676;3,4879
"personalised";-0,4386;-0,0436;-0,1217;0,8108;-0,0866;-0,6861;-2,8196;4,3757
"yu";-0,2994;-0,0735;-0,2054;-0,1767;-0,1461;0,7544;-2,7759;2,5703
"guo";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;-1,2536;3,8987
"enhanced";-0,9321;-0,0926;-0,2586;1,2164;-0,184;-0,3501;-0,469;0,9
"assess";-1,0143;-0,1007;-0,2814;-0,7226;-0,2002;0,5116;-3,3356;5,6448
"ment";-0,2192;-0,1007;0,3216;0,3114;-0,2002;-1,0233;-1,1854;2,7477
"processes";-1,5352;-0,1525;-0,4259;-0,5403;0,299;-0,463;-1,0012;3,762
"yan";-0,4386;-0,0436;0,6119;-0,3125;-0,0866;0,2647;-1,4194;2,0986
"significantly";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;0,6529;0,4456
"enhance";-1,7545;-0,1742;-0,1582;-1,2498;-0,3463;-4,144;0,6211;4,2781
"motivation";-1,3707;-0,1361;-0,3803;-0,9764;-0,2706;-3,0826;0,528;3,843
"achievement";-0,9321;-0,0926;0,9299;-0,2551;-0,184;-0,8705;1,0192;0,3018
"additionally";-0,5209;-0,0517;-0,1445;-0,371;-0,1028;-1,5746;0,8354;1,0908
"assessment";-6,9909;-0,6943;-1,1988;-1,9319;-0,412;6,7629;-1,2899;0,9189
