"";"X.YEAR2018";"X.YEAR2019";"X.YEAR2020";"X.YEAR2021";"X.YEAR2022";"X.YEAR2023";"X.YEAR2024";"X.YEAR2025"
"sufrir";13,4393;-0,2096;1,3437;1,702;0,2098;-1,188;-3,2641;-2,1752
"cabeza";2,4001;0,7168;-0,2586;0,7282;0,4617;0,642;-0,8785;-1,8074
"atender";-3,8286;-0,2637;0,8572;-2,3065;-1,3313;-0,9597;3,3646;0,3847
"mesa";1,1395;-0,196;-0,5476;1,8641;0,2275;0,3122;0,3316;-1,8333
"habitación";-0,5007;-0,1035;0,3134;-0,7421;-0,2056;15,7542;-3,511;-4,7988
"hospital";5,5397;-0,0463;-0,1293;-0,332;-0,092;0,7982;-2,2175;-0,8
"emisión";-0,4624;-0,098;0,3301;-0,703;-0,1948;0,3585;2,4022;-1,9907
"resonancia";1,3849;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;0,2816;-0,4873
"sangre";4,455;-0,0327;-0,0913;0,3798;-0,0649;-0,9945;-0,24;-1,5154
"vinculantes";-0,3838;-0,0381;-0,1065;-0,2734;1,8983;-1,1602;2,8471;-1,768
"contrato";-1,1962;-0,1933;-0,187;-1,3865;-0,3842;-1,5771;4,5133;-0,5867
"abogado";0,2927;-0,1198;-0,3347;-0,3787;-0,2381;0,8876;1,0548;-1,7024
"préstamo";2,7382;-0,1035;0,3134;4,5048;-0,2056;0,3025;-1,6247;-2,1775
"encontrarse";0,3206;-0,0708;-0,1978;-0,1661;-0,1407;0,3185;-0,2658;0,3049
"privacidad";-0,9186;-2,5378;-0,5886;27,6419;0,4302;-6,2011;0,4965;-1,301
"corrección";-1,8196;-0,1908;0,5712;0,2846;-0,2604;-0,4636;0,7028;0,4369
"administrador";-2,1657;0,4083;0,3986;-0,8769;-0,4275;-0,313;0,9415;0,4737
"ee";-0,4383;-0,2886;0,2587;-0,8234;-0,5736;2,7503;2,1604;-6,2048
"uu";0,451;-0,1742;0,5152;-0,6539;-0,3463;7,9455;-1,2402;-4,0781
"optimización";-3,7041;-0,1541;-1,3311;-1,8021;-0,4427;-5,9387;13,3284;-1,0492
"depuración";-0,6031;-0,0599;-0,1673;-0,4296;-0,1191;-1,8232;4,411;-0,8055
"codificación";-1,9746;-0,3621;-0,4866;0,2735;-0,2936;-2,6737;20,0382;-13,7767
"propenso";2,2137;-0,0544;0,5294;-0,3906;-0,1082;-0,5238;0,4572;-1,0575
"defecto";3,47;-0,0817;-0,2282;2,03;-0,1623;-0,2398;-0,7437;-2,0056
"disculpa";0,3005;-0,0299;-0,0837;-0,2148;2,1063;-0,3914;-1,7362;1,4456
"marcha";-0,224;-0,2695;2,1092;2,8617;0,9027;0,8919;-3,4663;-0,334
"dónde";7,2742;-0,5146;-0,4426;-0,8002;0,3817;-0,4773;-0,502;-1,2266
"oficial";-1,8714;-0,4873;0,6952;-1,3673;-0,9687;-5,0872;0,4215;6,4283
"gramaticales";-0,795;-0,079;-0,2206;-0,5663;1,3017;0,9326;1,1541;-1,9062
"ortográfico";-0,466;-0,0463;-0,1293;-0,332;-0,092;-0,7486;1,668;-0,2479
"apropiado";0,9555;1,8189;-0,3599;-0,495;-1,2393;0,2907;1,4255;-2,2733
"locura";0,8457;-0,0299;-0,0837;-0,2148;-0,0595;2,2435;-0,6493;-1,3891
"autorización";-0,3519;-0,0817;-0,2282;-0,5859;0,506;1,1987;1,0082;-2,0056
"panel";-0,567;-0,1661;0,5435;5,6859;-0,3301;0,5966;-0,5041;-2,1797
"adicional";-4,6285;-0,5411;0,4086;-2,0905;-1,3809;2,4782;3,4716;-2,6752
"identificación";-1,4429;-0,9965;-0,9204;-1,1559;-0,7741;-5,7464;17,1214;-3,3824
"ley";-2,7061;0,2874;1,346;1,1107;3,3277;-2,6275;6,4956;-5,1998
"fiscal";-0,4435;-0,0953;37,9913;1,1785;-0,1894;-1,9785;-7,1773;-2,5137
"pasión";2,1178;-0,0572;-0,1597;-0,4101;-0,1136;0,2941;-0,3962;-0,4458
"deseo";1,0239;0,3257;0,2754;-0,7722;-0,1942;4,9601;-3,4813;-0,5084
"narrativas";-1,4457;-0,2232;-0,6237;-1,6014;-0,4438;-2,1343;5,3708;-0,4105
"atractivo";-2,0714;-0,648;-0,2198;-2,1893;-1,288;-4,6239;3,9784;1,6165
"despertar";1,3412;-0,147;-0,4107;-0,5125;-0,2922;0,6609;0,3155;-0,7855
"imaginación";9,7695;-0,2314;-0,6465;-1,6599;-0,46;1,5022;-3,1699;-0,79
"dormir";3,4842;-0,0626;-0,1749;-0,4492;-0,1245;0,7033;-0,5643;-1,3296
"hijo";10,5115;-0,2886;-0,8062;-1,301;-0,2064;-1,2273;-2,412;0,841
"pared";0,4711;1,4385;-0,3651;-0,4312;-0,2598;5,9596;-2,5669;-1,2443
"aventura";-0,2192;-0,1007;-0,2814;-0,7226;-0,2002;1,3449;1,1613;-2,0837
"presenciar";0,2132;-0,0408;-0,1141;-0,2929;-0,0812;0,3032;-0,2955;0,4932
"guión";0,3839;-0,1035;-0,289;-0,7421;-0,2056;-0,7298;2,3664;-0,9151
"word";-0,5988;-0,1171;-0,3271;-0,3659;4,8289;-0,6598;-0,7713;0,9892
"documentación";-2,6866;-0,2668;-0,7454;-1,9138;0,9123;-3,5583;5,8754;-0,3128
"simplificando";0,9156;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;-0,6219
"significar";23,1172;0,3935;-0,9297;1,4291;-0,7812;-0,4912;-9,009;-0,3124
"actualización";-0,6225;-0,825;-0,4042;-1,7127;-0,9586;-7,5208;11,0836;-0,931
"64";-0,3477;-0,3104;-0,3879;-0,3622;-0,6169;-1,8175;0,6665;1,4883
"ta";-3,701;-0,3675;6,9198;-1,2157;-0,7306;2,342;-2,1428;0,7245
"lectura";-2,7971;-0,6299;-2,4305;-3,5405;0,7233;3,1432;0,3481;0,5084
"denso";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;1,1009;0,3459;-0,6219
"roberto";-0,2994;0,8077;-0,2054;-0,1767;-0,1461;0,4895;0,6206;-0,8185
"green";0,7282;-0,0354;-0,0989;-0,2539;-0,0703;0,7529;0,2816;-0,9103
"complicado";2,4284;-0,1661;1,0465;-0,6108;0,7577;2,2131;-1,7171;-1,7846
"afirmación";4,3056;0,2972;-0,8519;0,9177;-0,6061;-2,059;-0,5433;0,3261
"comentar";-0,7488;-0,3049;0,2358;-2,1872;-0,2251;-0,4944;0,6557;1,0488
"filosofía";1,4851;-0,294;0,2508;-0,3165;0,4122;0,9343;-1,4529;-0,2763
"socioeconómicas";-0,7128;0,8228;0,4368;-0,1661;-0,1407;-0,5016;-0,4131;1,0194
"crecer";9,4928;0,4102;3,3604;0,8101;-0,2994;0,648;-4,771;-1,6918
"prepararse";0,6186;-0,1116;0,2905;0,2649;-0,2219;1,0617;-0,8152;-0,4074
"practicar";-3,055;-0,4057;-1,1333;-0,4479;-0,3487;1,6571;0,5967;-0,3018
"confianza";0,9079;-0,4439;-0,3589;-1,0029;1,152;-3,5196;7,137;-3,6293
"simuladas";-0,4112;-0,0408;-0,1141;0,3093;-0,0812;-0,2989;0,5265;0,262
"llamada";6,6517;-0,1774;0,6212;0,6545;0,6712;0,6929;-1,5765;-2,723
"telefónico";14,1218;-0,1416;-0,3955;0,7109;-0,2814;-0,2344;-3,6324;-1,9042
"simulada";-0,3016;-0,0299;-0,0837;-0,2148;3,5364;-0,9116;0,4901;-0,3487
"agenciar";0,5121;0,3519;0,6143;-0,2949;-1,3042;-3,6832;10,7743;-6,9339
"miedo";-0,4826;-0,2995;-0,8367;-2,1482;-0,5953;4,5457;0,8903;-3,0056
"guion";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;0,399;1,8273;-1,6417
"coherente";-1,9673;-0,6943;-1,1988;-2,4397;-0,412;-1,4738;6,6413;-0,6972
"definitivamente";0,2132;-0,0408;-0,1141;0,3093;-0,0812;0,3032;-0,5136;0,4932
"ansiedad";1,0785;-0,1361;-0,3803;-0,458;-0,2706;-0,9483;-0,9284;2,1545
"disfrutar";15,2284;-0,1416;-0,3955;-0,2233;0,3216;-0,2344;-3,1457;-2,3652
"interactuar";1,3481;-0,3528;-1,4697;-2,051;0,297;1,0322;0,5258;-0,9124
"preparación";-2,6975;-1,0047;3,0525;-0,2651;-0,7847;-1,7037;4,4069;-1,4191
"alternativo";-0,639;-0,1225;-0,3423;0,2261;-0,2435;0,6084;1,7515;-1,7822
"cuestionario";-1,9287;-0,9284;-2,5937;-6,6597;-1,8454;-2,1809;1,4862;5,2302
"ficha";0,2863;-0,1661;-0,464;-1,1913;45,8076;-3,9147;-1,7171;-3,1665
"sintetizar";-0,307;0,3548;-0,7074;-1,8162;-0,1676;-0,2603;1,1858;-0,3806
"abrumador";0,4055;-0,0599;-0,1673;0,2019;0,6202;-0,344;0,9975;-1,2375
"simplificar";0,504;-0,3267;-0,9127;-1,5293;-0,2506;-0,3213;1,4025;-0,5472
"tutoriales";-0,9321;-0,0926;-0,2586;0,3524;-0,184;3,0193;0,2785;-1,8074
"1000";-0,5209;0,9497;-0,1445;-0,371;-0,1028;-0,241;1,1853;-0,5923
"negocio";2,1688;-0,3387;3,6865;0,399;-0,5192;-2,0772;2,6325;-4,6395
"logística";-0,6305;-0,0626;0,4794;-0,4492;-0,1245;-0,6752;1,1642;0,2662
"reunión";0,3436;-0,3703;-1,0344;0,8357;-0,3038;-0,3024;1,4775;-1,6345
"transcripción";-2,0835;-0,2069;-0,5781;-0,8314;0,6154;-2,2613;11,8586;-4,5952
"lógica";0,2756;0,5148;-0,7364;1,2864;0,4216;0,7412;-2,2408;0,8909
"categorizar";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;0,7529;1,265;-1,6417
"colocar";-0,2154;1,1796;-0,1704;-0,6976;0,6957;1,4627;-0,3437;-1,225
"41";0,5501;-0,3975;0,6039;-0,2694;-0,3382;-0,8445;-0,2824;0,6194
"estatuto";-0,329;-0,0327;-0,0913;1,858;-0,0649;-0,1856;0,6529;-1,5154
"comprensibles";-0,2994;-0,0735;-0,2054;-0,5273;-0,1461;-0,5441;1,914;-0,5384
"imponer";4,5863;-0,2668;1,5464;0,5814;-0,1823;0,4709;-3,0212;-0,5124
"confiable";-3,8047;-0,4873;-0,4007;-0,9913;-0,9687;1,4543;1,9208;-0,9044
"reformular";-0,6579;-0,0653;-0,1825;-0,1457;-0,1299;0,3905;0,9981;-0,6223
"incansable";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;2,4875;-1,2628
"encuentro";1,7999;-0,2042;-0,5704;-0,237;0,2166;-0,3478;0,622;-1,1509
"sigla";-0,9188;1,0381;0,3856;0,3194;0,5762;-0,3507;3,1973;-4,4389
"convencional";-0,4213;1,7564;-0,2574;-0,9999;-0,4708;-0,6306;2,5455;-1,2884
"verificar";-4,1512;0,3797;-1,7342;-0,9102;-0,6474;0,4387;1,4843;0,569
"42";-0,2939;-0,471;-0,1894;-0,4451;0,7737;-0,7417;0,3366;0,7059
"inconsistencias";-0,795;-0,079;-0,2206;-0,5663;-0,1569;-2,4034;5,6494;-0,9585
"pelota";3,9136;-0,0544;-0,1521;-0,3906;-0,1082;1,8419;-1,5684;-1,6364
"itinerario";-0,9755;-0,1661;-0,464;-1,1913;0,7577;-1,1164;0,5337;1,675
"presuponer";-1,2885;-0,128;5,8485;-0,9178;0,3533;0,9867;-0,2831;-1,5262
"stress";-0,7415;-0,1361;-0,3803;-0,458;-0,2706;-1,7496;4,9817;-1,0668
"sacar";15,5093;-0,2859;-0,343;-0,8105;-0,2034;0,562;-1,2382;-4,8949
"cansar";4,2093;-0,0354;-0,0989;-0,2539;-0,0703;-0,5053;0,2816;-1,6417
"londres";27,4593;-0,245;0,333;1,3495;-0,159;-2,1287;-9,7537;-0,8148
"factible";0,7108;-0,0681;-0,1901;-0,4882;0,5724;0,8884;-0,7572;-0,2593
"perfeccionar";0,5158;-0,1633;0,5533;-0,5966;-0,3247;-0,5795;0,4642;0,349
"cargar";0,3448;0,4398;0,4484;-0,7714;-0,3896;-2,0406;3,4657;-1,2398
"actuar";-0,2914;-1,0175;-0,8352;-4,0851;-1,3201;0,6537;12,5885;-10,8026
"berlín";3,0172;-0,0544;0,5294;-0,3906;-0,1082;1,8419;-2,1239;-1,0575
"delante";1,6796;-0,098;2,4642;-0,703;0,4419;0,3585;0,2942;-2,6173
"44";2,7784;-0,4302;-0,3173;0,2631;-0,855;-0,5643;-1,732;1,385
"extenso";-2,2718;-0,3185;-0,4032;-2,2849;0,3707;-0,7545;2,7897;0,3056
"excesivamente";-0,2823;-0,0708;0,4368;-0,5077;-0,1407;-0,5016;-0,2658;1,0194
"firmar";0,2555;-0,0817;0,3886;1,3856;0,506;-1,0624;0,5426;-0,7108
"número";18,6866;-0,4011;4,9858;-1,0423;1,6554;2,5854;-7,6984;-3,8222
"fecha";3,2055;-0,5472;-0,4944;-2,203;0,3428;3,2874;-0,8453;-2,0599
"anexo";-3,1801;-0,3158;-0,3981;-2,2654;-0,6277;-0,7288;-0,7232;6,2524
"adjunto";-0,7402;-0,0735;-0,2054;-0,5273;0,5441;-1,4131;5,961;-2,4048
"vigencia";-0,5209;-0,0517;-0,1445;-0,371;-0,1028;-0,8761;2,1403;-0,341
"enmendar";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;3,6369;-1,2628
"rentabilidad";0,2315;-0,0381;-0,1065;0,3305;-0,0758;-0,259;-0,6952;0,9363
"competitivo";0,8282;-0,2314;6,5494;-0,3161;-0,46;-2,2938;0,8202;-1,1881
"junta";-0,1841;-0,0926;-0,2586;2,474;-0,184;1,6048;-0,6522;-1,8074
"olvidar";-1,0128;-0,2341;-0,6541;-1,6795;-0,1477;0,9995;0,755;-0,3111
"complemento";-2,3028;-0,2287;-0,6389;-1,6404;-0,4546;-1,4824;0,8897;2,8098
"diagrama";-3,1801;-0,3158;-0,8823;-0,9548;-0,2378;0,8422;5,9354;-4,3023
"trazar";2,2944;0,8077;-0,2054;-0,5273;-0,1461;0,4895;-0,4875;-0,8185
"uh";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-1,2431;5,4554;-1,8943
"lindo";-0,5209;-0,0517;-0,1445;1,313;0,6761;-0,4758;-0,2559;0,2645
"asistente";-10,1224;0,333;-0,9009;5,9563;0,2765;1,2236;1,9333;-3,3033
"literal";-0,6188;-0,1198;-0,3347;-0,3787;-0,2381;0,2965;2,2838;-1,3116
"cerrar";0,4362;-0,177;-0,4944;-0,3456;0,2556;-0,7407;1,4796;-0,6863
"cifra";5,4025;-0,1906;2,1248;-0,7417;-0,3788;1,561;-3,9641;-0,7131
"46";-0,5391;-0,4111;0,572;0,6547;-0,8172;-0,5468;-1,9666;3,3388
"sentimiento";0,6558;-0,3349;-0,9355;0,757;-0,6656;2,2377;0,5598;-3,5492
"ortografía";-0,9869;0,6946;-0,2738;-0,703;-0,1948;1,0861;0,4244;-0,373
"comando";-0,7415;-0,1361;0,234;-0,2062;0,3338;0,8325;1,5909;-2,7234
"optimizando";-0,8498;-0,0844;-0,2358;-0,6054;-0,1678;-2,5691;3,9332;-0,3365
"finalización";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-1,2431;0,8301;0,8138
"barra";-0,3698;-0,0844;-0,2358;0,3999;-0,1678;1,1194;0,8788;-2,1058
"navegación";3,4773;-0,2178;-0,6085;-0,8921;1,1111;6,3308;-2,5811;-3,769
"azul";0,8283;-0,0599;-0,1673;-0,4296;1,522;1,1368;-1,0226;-0,5023
"haz";0,8212;-0,1606;-0,1386;-1,1522;-0,3193;-1,3662;3,4649;-1,6453
"móvil";21,6898;-0,4702;0,9871;0,6075;-1,2156;-3,2613;-25,0045;10,9219
"encargar";0,5194;-0,2423;-0,2666;2,2392;0,52;-2,0783;2,8342;-3,5193
"junior";-0,329;-0,0327;-0,0913;0,3798;-0,0649;-0,9945;3,1409;-1,5154
"ascender";-0,4935;0,9718;-0,1369;-0,3515;-0,0974;-0,8119;-0,8623;2,8694
"extensión";0,4169;-0,3485;-0,9736;-0,7416;-0,6927;4,3978;0,3086;-2,498
"vs";-0,5506;-0,1633;-0,4564;-0,5966;-0,3247;-2,3598;3,6582;-0,3623
"honesto";-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;-1,093;3,4308
"txt";-0,466;-0,0463;-0,1293;-0,332;-0,092;-0,7486;0,8317;0,6165
"codificar";2,6434;-0,1307;-0,3651;0,4512;1,6633;-0,4095;-0,4468;-1,2443
"48";0,6269;-0,1457;-0,3602;-0,6145;-0,9146;-0,3573;-0,931;1,7028
"bloqueo";-0,5209;-0,0517;-0,1445;1,313;-0,1028;-0,4758;0,5598;-0,341
"recurrir";5,0246;-0,2723;-0,7606;-0,4504;-0,1882;0,695;-3,2484;0,6508
"ángulo";-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;0,9243;0,2807;-0,2163
"barrera";-1,492;-0,5527;0,3283;0,732;-1,0986;-3,0395;5,969;-1,4095
"mental";24,0613;0,7232;-0,2222;-2,2039;0,2448;-1,3993;-3,5239;-0,8088
"dinámico";-0,8163;-0,7958;-2,2673;-2,8028;-2,8413;-2,7975;1,6893;3,6884
"combatir";1,2988;-0,1198;0,7507;-0,8593;-0,2381;-0,6988;0,6445;-0,5282
"exploración";-1,968;-0,3959;-2,4492;-3,4679;-1,7426;-1,3655;6,3973;-0,3316
"novedosos";0,2702;-0,079;-0,2206;0,4359;-0,1569;0,9326;0,2973;-0,9585
"intercambiar";-0,4248;0,5557;-0,3955;0,7109;0,3216;2,6755;-0,5393;-1,9042
"apto";0,2315;1,0756;-0,1065;0,3305;-0,0758;-0,5644;-0,2234;0,3126
"49";0,4478;-0,3403;0,4322;-0,4524;-0,267;-1,1779;-0,2756;1,1073
"integral";-7,2971;-0,6;-0,4161;-0,4128;-2,3217;-7,1533;2,5889;5,3352
"supervivencia";0,1967;-0,0436;-0,1217;-0,3125;-0,0866;1,8985;0,4175;-2,0205
"comprometer";-1,1581;-0,4928;0,4147;0,5602;-0,9795;0,3124;0,3106;0,596
"césar";-0,466;-0,0463;-0,1293;-0,332;-0,092;5,7088;-1,1067;-1,3184
"shakespeare";0,1967;-0,0436;-0,1217;-0,3125;-0,0866;0,2647;-2,8196;3,5066
"significativo";-8,3598;-2,3189;-1,8444;-10,3964;-2,5049;-8,1947;0,4713;27,1883
"vocabulario";-0,7162;0,3653;-0,6845;-0,6237;0,5135;9,8595;-2,1747;-2,0145
"misterio";1,3741;-0,0599;-0,1673;-0,4296;2,6106;2,0915;-1,4125;-1,8527
"500";3,097;-0,2369;2,3796;1,4231;0,5334;1,3979;-5,0843;-0,8705
"william";0,8283;-0,0599;-0,1673;-0,4296;-0,1191;0,4784;-1,8974;1,5036
"molestar";0,3005;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;-1,7362;1,4456
"docencia";-8,1972;0,2533;-2,2743;-3,1084;-1,6181;-3,5955;13,7292;-0,6664
"especificación";1,343;0,369;-0,6769;-1,7381;-0,4816;-4,2796;10,9863;-5,9005
"suficientemente";1,5401;1,1359;-0,54;-0,2081;1,234;1,7892;-1,3948;-1,4561
"sumar|sumir";-0,388;-0,0871;-0,2434;-0,6249;3,1933;0,5006;-1,5882;1,0692
"reto";-2,1931;0,7887;-1,4452;-0,2824;-0,9035;-3,68;5,4801;-0,3423
"correspondencia";-1,0143;-0,1007;0,3216;-0,7226;-0,2002;2,6019;-0,9171;0,3347
"pato";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;0,254;0,2581
"51";1,2335;-0,3567;1,1022;-0,7754;-0,7089;-2,2269;1,0711;-0,2658
"negociar";-0,1564;0,9718;0,568;-0,3515;1,6868;-0,4292;-0,3473;-0,2929
"trato";-0,1422;-0,0463;-0,1293;0,7686;1,7344;-0,7486;-1,1067;0,9528
"negociación";-0,2328;0,872;-0,1749;-0,1357;-0,1245;-0,3813;0,8469;-0,5611
"camión";9,4057;0,9953;-0,1293;-0,332;-0,092;0,2313;-3,0415;-1,3184
"puerta";3,139;2,3403;0,5532;-1,301;-0,5736;-0,8028;-2,1572;1,3535
"valoraron";-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;0,3956;0,3126
"estimación";-0,2079;3,5209;0,2287;1,1383;1,5945;0,2702;-0,6297;-1,4457
"52";0,5282;-0,3213;-0,4083;-0,2349;-0,6386;-1,1701;1,0745;0,2873
"verificador";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;2,2501;-0,8121
"confirmar";-0,262;-0,2396;0,7054;-0,3416;-0,4762;0,7415;0,3346;-0,5896
"exactitud";-1,8368;1,1796;-0,5096;-0,366;2,8277;1,1978;0,348;-1,225
"noticiar";0,887;-0,716;-0,7855;3,1737;1,3274;1,3757;-2,1144;-0,881
"fact";-1,0692;-0,1062;-0,2966;-0,7616;-0,2111;-2,2684;3,5273;0,2695
"evalúa";-3,043;0,2999;-0,3728;-0,339;1,3029;3,3536;-0,5026;-0,9487
"clasificar";-2,4873;1,3524;-0,9302;-0,7531;4,1112;2,9991;-0,3415;-1,7118
"inexacto";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;2,2435;-0,6493;-0,3487
"desglosa";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;1,3183;-1,3891
"viñetas";-0,6031;-0,0599;-0,1673;-0,4296;-0,1191;-1,0731;6,5266;-2,7782
"53";3,5183;-0,3485;0,416;-0,297;0,3266;-1,2762;-1,602;1,1329
"asesorar";0,1967;-0,0436;1,5118;0,2899;-0,0866;-1,326;1,983;-2,0205
"aspiraciones|aspiración";-0,2328;-0,0626;0,4794;-0,1357;-0,1245;-1,14;0,591;0,4485
"actualizar";-2,1323;-0,7841;-1,4061;0,4099;-0,5129;-0,7079;-0,7795;4,3304
"próximo";10,283;-0,376;3,366;-1,1657;0,2692;2,0788;-2,8921;-3,6807
"54";1,1711;-0,3648;-0,2304;-0,3373;-0,297;-1,2501;-1,4856;2,8794
"especular";1,7025;-0,0272;0,7941;0,4411;-0,0541;0,2678;-0,9208;-0,6219
"simulador";0,2799;-0,1225;-0,3423;-0,8788;0,3673;3,5375;-1,7892;-0,2747
"iglesia";-0,186;2,1621;3,4532;-0,3906;-0,1082;-0,9411;-0,7813;0,4065
"vecino";3,5809;-0,079;0,3999;-0,5663;-0,1569;-0,6325;0,4452;-1,3667
"55";-0,3101;-0,4329;1,2215;-0,5286;0,8659;-0,7085;-0,9195;1,5042
"ciego";0,6133;-0,0762;-0,213;-0,1874;-0,1515;-0,5877;1,3188;-0,8876
"manual";-0,6371;-0,5854;-0,9542;-3,1618;0,3026;1,5979;8,1658;-10,835
"57";0,9418;-0,4737;-0,1921;-0,3006;-0,439;-2,1698;1,8154;-0,5537
"jurídico";-2,7099;-0,3675;0,3806;2,1699;2,1558;-3,6214;5,1344;-2,9313
"jurisprudencia";-0,3016;-0,0299;-0,0837;0,4087;-0,0595;-0,3914;1,3183;-0,7159
"regulatorio";-0,6188;-0,1198;1,3884;-0,8593;-0,2381;-1,4031;1,9221;-0,3682
"industrial";-0,3948;3,4747;7,5905;4,8825;-1,104;-0,6267;-1,2013;-2,1952
"pago";0,579;-0,2314;2,4294;0,7667;0,5472;-1,8802;-0,5093;0,4101
"atraer";3,1172;0,4169;1,9549;0,9099;-0,4167;0,4474;-2,2488;-0,8215
"puesto";0,7996;-0,2723;13,9119;3,3448;-0,5412;3,9439;-4,7295;-8,7952
"cualificaciones";0,2315;-0,0381;0,6627;0,3305;-0,0758;-0,259;-0,4129;0,3126
"59";1,1506;0,272;-0,4289;0,5368;-0,2571;-1,305;-0,7792;1,2482
"validar";-2,0831;-0,3757;-0,5133;-2,695;-0,7468;-2,541;4,0018;0,8746
"bing";-3,5639;-0,3539;-0,9888;-1,1458;-0,2835;3,2277;6,498;-11,2074
"inquietud";-1,3088;-0,2069;-0,5781;0,366;-0,4113;1,2282;0,8438;-0,9754
"director";0,6227;-0,1893;-0,2632;-0,4571;10,9526;0,8715;0,3208;-4,7303
"saltar";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;3,3339;-1,4508;-0,2392
"navegar";-1,0649;-0,5854;-1,6353;-1,8593;-1,1635;3,0335;-2,1303;2,5755
"ciento";85,7119;0,4126;2,3397;-3,1441;-0,5919;-2,0724;-9,026;-18,7237
"61";0,4793;-0,2913;-0,3529;0,4799;-0,579;-0,8311;-0,8926;1,9361
"transición";-0,4238;0,272;0,4492;-0,2589;-0,2571;-1,0828;-0,5624;1,8314
"pro";-13,4341;-0,7233;8,2949;-4,7895;-1,7979;-17,4769;0,9556;15,1054
"62";1,3811;-0,3049;0,8816;-0,3467;-0,6061;-1,4476;-1,041;1,8228
"temor";-2,1657;-0,2151;1,3098;0,573;0,2032;1,3189;-2,7942;1,5525
"pedirles";-0,4935;-0,049;-0,1369;-0,3515;-0,0974;2,1598;-0,5646;-0,2929
"llenar";1,2658;0,7168;-0,2586;-0,2551;-0,184;0,424;-0,3248;-0,6796
"vacío";-0,8254;-0,147;-0,4107;-0,2409;0,31;0,4788;-0,6657;1,1749
"juzgar";0,6439;-0,0735;-0,2054;-0,5273;0,5441;1,4728;-1,3059;0,2674
"mentor";-0,3519;-0,0817;-0,2282;-0,5859;-0,1623;-0,415;0,7526;0,472
"infinito";1,4177;2,3674;-0,3955;-1,0155;0,8671;0,5434;-1,1008;-0,3648
"oficina";0,427;-0,3458;0,4213;2,8353;-0,2736;-0,259;1,7021;-5,7443
"coste";6,8076;-0,2314;-0,6465;-1,6599;-0,1449;-1,2247;1,5408;-3,1932
"significado";3,4126;1,0862;-0,6453;0,7503;1,2834;-0,9247;0,8076;-3,6717
"descomponer";2,5459;-0,0463;-0,1293;-0,332;-0,092;0,2313;-1,1067;0,3615
"emoción";30,4287;0,9786;-1,387;-1,5062;2,0048;3,5169;-4,9408;-12,4882
"amor";-0,2707;-0,1552;-0,4335;-0,5542;-0,3085;9,5521;-5,0262;-0,3944
"fantasía";1,587;-0,0517;-0,1445;0,6934;-0,1028;1,4618;-0,9919;-1,5295
"experimenten";0,6329;-0,0408;-0,1141;-0,2929;-0,0812;0,9849;-0,2955;-0,6385
"maestro";-1,3247;-0,1873;0,8724;-2,1101;-1,8184;25,8415;-0,477;-17,8199
"campaña";-0,249;-0,1497;-0,4183;1,4781;-0,2976;-0,4357;-1,3822;1,6345
"relativamente";0,6463;3,0686;0,4887;1,5586;1,2951;0,7533;-2,3859;-0,9795
"excelente";4,2811;-0,2314;-0,6465;-1,6599;-0,46;0,671;-0,5093;-0,79
"inesperado";0,6965;-0,1035;0,3134;0,6325;-0,2056;0,3025;0,3096;-0,9151
"65";1,3262;-0,667;0,3758;-0,8165;-0,3828;-10,4379;12,2979;-3,7896
"realista";-0,8089;1,0949;-0,5704;0,3761;-0,4059;-1,4117;2,2805;-0,5783
"alinean";-0,5483;-0,0544;-0,1521;-0,3906;0,6564;-0,5238;1,3774;-0,392
"gráfico";-12,2683;-0,3088;11,4469;-7,1734;-0,8499;-3,3844;8,2603;-0,6671
"midjourney";-1,5352;-0,1525;-0,4259;-1,0936;-0,303;-0,463;3,31;-0,6739
"cartel";1,3849;-0,0354;-0,0989;-0,2539;-0,0703;0,399;0,5087;-1,6417
"logotipo";-1,0417;-0,1035;0,8511;-0,7421;-0,2056;-2,1955;7,4823;-2,8262
"66";0,9482;-0,324;-0,1813;-0,643;0,7358;-0,807;-0,5374;0,9032
"limpieza";-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-0,4292;0,2592;1,2234
"clasificación";-2,3443;-0,6235;0,4361;0,8675;1,601;0,7981;2,828;-5,3178
