"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"classe 1";2,87319202637309;-1,41529052716853;0,842835473493323;2,03474013727818;0,488606475743252;-0,247479479949371;0,73194799814717;-0,36054640923716;0,214713020197819;0,518351699628818;0,124472895831285;-0,0630455981600732;0,955263710011422;0,0246435031406384;0,00363107868154134;0,0158949296134509;0,000518314602058018;4,57277390330067e-05;0,502772857079832;0,121992664855498;0,0432641455163198;0,252150841996598;0,0145398844712211;0,00373010371996741;0,0609035374747962;0,255948351246782;0,00398976385142425
"classe 2";2,0904547530505;2,19394315130674;-1,56407910971991;0,623102650974185;-10,1660298380019;-5,95174456512514;0,170237543986115;0,178665189083188;-0,12737180072908;0,0507427701069788;-0,827877259331044;-0,48468419405925;0,607196535648468;0,0711075558987813;0,0150148585613676;0,00178983777506082;0,269421055879175;0,0317573074900508;0,0266829067587714;0,0293901860314447;0,0149371941490488;0,00237066830160058;0,631036318090799;0,216291853806929;0,0061059268186817;0,233574513441834;0,000333121375073389
"classe 3";-0,713123518109913;0,682806040841158;-1,54515904748786;3,02913862988014;-3,17833554349372;5,68184117935606;-0,0962248467558639;0,0921339781613987;-0,20849500652009;0,408734802681909;-0,428866588809178;0,766675453677052;0,371599704367828;0,0362207818435984;0,0770634225202763;0,222449211539439;0,13849253444188;0,152205864460664;0,0089013152776408;0,00816054895593091;0,0417898722466644;0,160606443107238;0,176817055646647;0,565070773204344;0,017503490577401;0,101853604498619;0,000181583954910925
"classe 4";-1,28895498809169;0,252141926485845;-3,15659309145819;2,2749890779049;1,50719952726411;-1,54531591125843;-0,277826303060198;0,0543476381481333;-0,680384184837655;0,490359873584421;0,324867568303387;-0,333083319938626;0,710547491674442;0,00289084636132116;0,188239553597756;0,0734383600638576;0,0182280469512824;0,0065896071624391;0,0735342946812594;0,00281387344888488;0,441013243587126;0,22907255512748;0,100543946188146;0,105693670628507;0,0442603076269562;0,133134471820673;0,000784504551221732
"classe 5";1,39105499710705;1,45287626540274;-1,28783996429736;-1,34797612167596;-0,88536569238075;-1,89984374660559;0,402997297713472;0,42090730423097;-0,373095259769453;-0,390517079157507;-0,256495956133791;-0,550396567750493;0,779340831713028;0,0903885370391031;0,029506568014268;0,0242800713143189;0,00592332060850354;0,00937954910485313;0,0238737719853958;0,026042921291217;0,0204623842747045;0,022417998637115;0,00967114330591918;0,0445315905914266;0,0123376498418104;0,137192354283959;0,000232216063121577
"classe 6";0,793240314418492;-0,492175021460344;-1,21992754935567;-1,38497735379308;0,0999871024777203;0,532578704628561;0,37100171523868;-0,230192255537693;-0,570565067169665;-0,647759530730151;0,0467643737297615;0,249089222175549;0,799696503437607;0,0327319627925852;0,0835487183936776;0,0808812242040347;0,000238388137136522;0,00232589765005412;0,108953065866504;0,0419439220214302;0,257690244451226;0,332135459156338;0,00173108289791162;0,0491131165138983;0,173152951791901;0,0772309723877738;0,00103279209539181
"classe 7";-0,0430333005064966;0,972125423988447;0,520249128250497;-0,0195104679689955;0,258278540562926;0,031426634809623;-0,0379532698314323;0,857367157349669;0,458834328570213;-0,0172072800981885;0,227789061640146;0,0277167574130978;0,0160168002653206;0,86901709529872;0,103405881907007;0,000109231664222779;0,0108249058353765;5,51149693009029e-05;0,000799863488033768;0,408179475155526;0,116903976098595;0,000164415187763002;0,028812650256796;0,000426581795574759;0,431923227966242;0,0296050705137235;0,000378563518820866
"classe 8";-1,00131706595635;-1,19339201257969;0,501910016138472;-0,0652800078822978;-0,381021630725082;-0,244252608443708;-0,589231059655651;-0,702258719105439;0,295351972632762;-0,0384144139020322;-0,224214473973274;-0,143731918879746;0,858017101416666;0,129579479517724;0,00952270884649698;0,00012099288565573;0,00233095024277638;0,00032941130021169;0,254481924862563;0,36147640824007;0,0639389396763153;0,00108161848586859;0,0368479191425605;0,0151423097393533;0,253812907902211;0,0941180606220431;0,00224832787018748
