"";"X.YEAR2018";"X.YEAR2019";"X.YEAR2020";"X.YEAR2021";"X.YEAR2022";"X.YEAR2023";"X.YEAR2024";"X.YEAR2025"
"wordpress";0;0;0;0;0;0;0,01;0
"neutralidad";0;0;0;0,01;0;0,02;0;0
"solucionismo";0;0;0;0;0;0;0,01;0
"cuadrante";0;0;0;0;0;0;0,01;0
"determinismo";0;0;0;0,04;0;0;0;0
"datificación";0;0;0;0;0;0;0,03;0
"capitalismo";0;0;0;0;0;0,04;0,01;0,02
"micas";0;0;0,02;0;0;0;0,01;0
"educacióncapítulo";0;0;0;0;0;0;0,08;0
"implementadas";0;0;0,02;0;0;0;0,02;0,01
"1aspectos";0;0;0;0;0;0;0,01;0
"aspec";0;0;0;0;0;0,01;0,01;0
"cope";0;0;0;0;0;0;0,02;0
"líticas";0;0;0,06;0;0;0;0;0
"zimmerman";0;0;0;0;0;0,03;0;0
"lluch";0;0;0;0;0;0,02;0;0
"durall";0;0;0;0;0;0,05;0;0
"dashboards";0;0;0;0,01;0;0;0;0,01
"profun";0;0;0;0;0;0;0,01;0
"alfabetismos";0;0;0;0;0;0,04;0,01;0
"cuestionarnos";0;0;0;0;0;0;0;0,01
"ferguson";0,01;0;0,02;0,02;0;0,01;0;0
"cit";0;0;0;0;0;0;0,01;0,07
"imperioso";0;0,06;0,02;0;0;0;0,01;0,01
"sustentabilidad";0;0;0;0;0;0;0,01;0
"medioambiente";0;0;0;0;0;0,01;0,01;0,01
"ask";0;0;0;0,01;0;0,01;0;0
"injusticia";0;0;0;0,02;0;0,02;0,02;0,01
"reconfigurando";0;0;0;0;0;0;0,01;0
"cat";0;0;0;0;0;0,01;0,02;0
"idp";0;0;0;0;0;0;0,02;0
"izar";0;0;0;0;0;0;0,01;0
"rienties";0;0;0,02;0,02;0;0;0;0
"vuorikari";0;0,06;0,04;0,03;0;0;0,01;0
"dashboard";0;0;0;0,01;0;0,01;0;0
"herodotou";0;0;0;0,02;0;0,01;0;0
"youtu";0;0;0;0;0;0,01;0,01;0
"improvisar";0,01;0,06;0;0;0;0,01;0,01;0
"biesta";0;0;0;0;0;0,04;0,01;0
"sensor";0,02;0;0;0;0;0,03;0;0
"tuomi";0;0,06;0,24;0,03;0;0;0;0,01
"cuantificables";0;0;0;0,01;0;0;0,01;0
"espectacular";0,02;0;0;0,03;0;0,01;0;0
"especulación";0;0;0;0,01;0;0;0,01;0
"explotación";0;0,06;0,02;0,03;0;0,01;0,03;0,01
"wayne";0;0;0;0,02;0;0,01;0;0,01
"hype";0;0;0;0;0;0;0,01;0
"williamson";0;0;0;0,02;0;0,02;0,02;0
"klein";0;0;0;0,05;0;0;0;0
"delinear";0;0;0;0;0;0;0,01;0,01
"ensamblajes";0;0;0;0;0;0,01;0,01;0
"sociotécnicos";0;0;0;0;0;0;0,01;0
"3aspectos";0;0;0;0;0;0;0,02;0
"outputs";0;0;0;0;0;0,01;0,01;0,01
"aspiración";0,01;0;0;0,01;0;0;0,01;0,01
"aprendiza";0;0;0,02;0,01;0;0,01;0,01;0,01
"postdigital";0;0;0;0;0;0;0,02;0
"alarma";0,04;0;0;0,01;0;0,02;0,01;0
"operations";0;0;0,02;0;0;0;0,01;0,01
"beca";0;0;0,09;0,03;0;0,02;0,01;0
"temporalidad";0,01;0,06;0;0;0;0;0,01;0
"definimos";0;0;0;0;0;0;0,01;0
"implicancias";0;0;0;0,2;0;0,04;0,02;0,01
"lion";0;0;0;0;0;0;0,01;0
"inaccesible";0,01;0;0;0,03;0;0;0;0
"antropológico";0;0;0;0;0;0,02;0;0
"centralidad";0;0;0;0;0;0;0,01;0
"recolectan";0;0;0;0,01;0;0;0,01;0
"barbero";0;0;0;0;0;0;0;0,01
"entablar";0;0;0,02;0,01;0,03;0,01;0;0
"paridad";0;0;0;0,06;0,03;0;0;0
"corrupción";0,01;0;0,26;0,02;0;0;0;0
"plurales";0;0;0;0;0;0,01;0,01;0
"generati";0;0;0;0;0;0;0;0,01
"institucio";0;0;0,06;0;0;0;0,01;0
"agravar";0,01;0;0,04;0,03;0;0,01;0,01;0,01
"silicon";0,04;0;0;0,03;0;0;0;0
"salesforce";0;0;0,02;0;0;0;0,01;0
"nacio";0;0;0,17;0;0;0;0;0
"soberanía";0;0;0;0;0;0,01;0,01;0,01
"capitalista";0;0;0;0;0;0,01;0,01;0,01
"benjamin";0;0;0;0,02;0;0;0,01;0
"sobrar";0;0,06;0;0;0;0;0,01;0
"anijovich";0;0;0;0;0;0,01;0,01;0
"detenerse";0;0;0;0;0;0;0,01;0
"admisión";0;0;0,04;0,01;0;0,03;0,01;0
"devolución";0,01;0;0;0;0;0,01;0;0
"ño";0;0;0;0;0;0;0,01;0,01
"empeño";0;0;0;0;0;0,01;0;0,01
"infancias";0;0;0;0;0;0;0,01;0,04
"recorrido";0,02;0;0;0;0;0;0;0,01
"diferenciando";0,01;0;0;0,01;0;0;0,01;0
"constitutivo";0;0;0;0,02;0;0,01;0,01;0
"lentitud";0,01;0;0,02;0;0;0;0,01;0
"emancipación";0;0;0;0;0;0;0;0,01
"sarrollo";0;0;0,09;0,02;0;0;0,01;0
"bender";0;0;0;0;0;0,02;0;0
"habitar";0;0;0;0;0;0;0,01;0,01
"mandato";0;0;0,04;0,13;0;0,01;0,01;0
"dali";0;0;0;0;0;0;0,02;0
"modernity";0;0;0;0;0;0;0,01;0
"fluido";0,02;0;0,02;0,01;0;0,01;0,01;0,01
"edutec";0;0;0;0;0;0;0,04;0
"latin";0;0;0,04;0;0;0,01;0,01;0,01
"profesionalismo";0;0;0;0;0;0,02;0,01;0
"resonar";0;0;0;0;0;0;0,01;0
"digitalizar";0;0;0,02;0,01;0;0;0,01;0
"mooc";0,01;0;0;0;0;0,03;0,01;0
"4aspectos";0;0;0;0;0;0;0,01;0
"discriminar";0,02;0;0;0,06;0;0,01;0;0,01
"divergente";0;0,06;0,02;0;0;0;0;0,01
"stewart";0,01;0;0;0;0;0,01;0;0
"zuboff";0;0;0;0;0;0;0;0
"uganda";0,01;0;0;0,04;0;0,02;0;0
"violar";0,01;0;0;0,09;0,03;0,02;0,01;0
"exploramos";0,01;0;0;0,01;0;0;0,01;0
"reconsiderar";0;0,12;0;0;0;0;0,01;0,01
"accionar";0,01;0;0;0;0;0,01;0;0
"dialógica";0;0;0;0;0;0;0,03;0
"caos";0,02;0;0;0;0;0,03;0,01;0
"criminalidad";0,04;0;0;0;0;0;0;0
"áfrica";0,02;0;0;0,75;0;0,08;0,01;0
"denunciar";0;0;0;0;0;0;0,01;0,01
"renuncia";0;0;0;0;0;0,01;0,01;0
"iberoamérica";0;0;0;0;0;0,01;0,01;0,01
"thy";0;0;0;0;0;0,02;0;0
"ec";0;0;0,02;0,03;0,27;0,03;0,02;0,01
"shum";0;0;0;0;0;0,01;0,01;0
"card";0;0;0;0,02;0;0;0,01;0
"penguin";0,01;0;0;0,03;0;0,02;0;0,01
"cluster";0;0;0;0,02;0,06;0;0;0
"fei";0;0;0;0,03;0;0;0;0
"continente";0,01;0;0,04;0,14;0,03;0,02;0,01;0
"june";0;0;0;0,15;0;0,14;0;0
"hub";0;0;0;0,01;0;0;0,01;0
"punie";0;0,06;0;0,02;0;0;0,02;0
"2760";0;0,06;0;0;0;0,01;0,01;0
"frontier";0,01;0;0,13;0,06;0;0;0,01;0
"bilingüe";0;0;0;0;0;0;0,01;0
"gadgets";0,01;0;0;0;0;0,02;0;0
"cable";0,06;0;0;0;0;0,01;0;0
"reguladoras";0;0;0,04;0;0;0,01;0;0
"volverse";0,02;0,06;0;0;0;0;0,01;0,01
"omnipresencia";0,01;0;0;0;0;0;0,01;0,01
"ideología";0;0;0;0,02;0;0,03;0,01;0
"interconexión";0,02;0;0;0;0;0,01;0,01;0
"recer";0;0;0;0;0;0;0,01;0
"espectador";0,01;0;0;0,01;0;0;0,01;0,01
"stefania";0;0;0;0,01;0;0,01;0,01;0
"religión";0,01;0;0,02;0,05;0;0,01;0,01;0
"reglamentación";0;0;0;0,03;0;0,01;0,01;0
"6aspectos";0;0;0;0;0;0;0,01;0
"identificable";0;0;0;0,02;0,03;0,01;0;0
"2021a";0;0;0;0;0;0;0,01;0
"infracción";0;0;0;0;0;0;0,02;0
"intermediario";0,01;0;0;0,12;0;0;0;0,01
"interoperabilidad";0;0;0,02;0,06;0;0,01;0,01;0
"prestación";0,02;0;0,04;0,03;0,06;0,01;0,01;0
"notificar";0;0;0;0,02;0,09;0;0,01;0
"retirar";0,02;0;0,02;0,03;0;0,02;0;0
"autonómico";0;0;0;0;0;0;0,01;0
"amsterdam";0;0;0;0,01;0;0;0,01;0
"2022a";0;0;0;0;0;0;0,01;0
"organizativas";0;0;0;0,01;0,03;0;0,01;0
"apresurar";0;0;0;0,01;0;0,01;0;0,01
"guia";0;0;0;0;0;0,01;0,01;0,01
"protecting";0;0;0;0,08;0;0;0;0,01
"commission";0;0;0;0,08;0;0,02;0,01;0,01
"identified";0;0;0;0;0;0;0,01;0,01
"board";0;0;0,02;0,04;0;0;0,01;0
"dawson";0;0;0;0;0;0,01;0;0
"selfie";0;0;0;0;0;0;0,01;0
"portafolio";0;0;0;0,02;0;0,02;0,01;0,02
"7aspectos";0;0;0;0;0;0;0,01;0
"entrelazan";0;0;0;0,01;0;0;0,01;0
"citizenship";0;0;0;0;0;0;0,01;0
"omnipresentes";0,01;0;0;0,01;0;0;0;0,01
"esconder";0,01;0;0;0,03;0;0,02;0,01;0
"ineludible";0;0;0;0;0;0;0,01;0,01
"fragmentación";0;0;0,02;0,03;0;0;0,01;0
"transversalidad";0;0,36;0;0;0;0;0;0
"clústeres";0;0;0;0;0;0;0,03;0,01
"b3n";0;0;0,04;0;0,09;0;0;0
"llamativas";0;0;0;0;0;0;0,01;0,01
"abundar";0,01;0;0;0;0;0,01;0;0,01
"preservando";0,01;0;0;0;0;0;0,01;0
"ticipar";0;0;0;0;0;0,02;0,01;0
"oa";0;0;0;0;0;0;0,01;0
"drivers";0;0;0,02;0,02;0;0;0,01;0
"decolonial";0;0;0;0;0;0,05;0;0
"8aspectos";0;0;0;0;0;0;0,01;0
"alusión";0;0;0;0;0;0;0,01;0
"ife";0;0;0;0;0;0;0;0,02
"2021b";0;0;0;0;0;0;0,01;0
"físicamente";0,01;0;0;0;0;0,01;0,01;0
"11285";0;0;0;0;0;0;0,01;0
"instrument";0;0;0;0,02;0;0;0,01;0
"mamani";0;0;0;0;0;0;0,01;0
"br";0;0;0;0,04;0;0;0,02;0,12
"ou";0;0;0;0,03;0;0;0,01;0,01
"bitácora";0;0;0;0;0;0;0,1;0
"sp";0;0;0;0,03;0;0,02;0,01;0,01
"reader";0;0;0;0;0;0;0,01;0
"5360";0;0;0;0;0;0;0,09;0
"alexandre";0;0;0;0;0;0;0;0,03
"revisores";0;0;0;0,01;0;0,01;0,01;0
"chatpdf";0;0;0;0;0;0;0,02;0
"copyscape";0;0;0;0;0;0;0,01;0
"hemingway";0,01;0;0;0;0;0;0,01;0
"humata";0;0;0;0;0;0;0,02;0
"prowritingaid";0;0;0;0;0;0;0,01;0
"rytr";0;0;0;0;0;0,01;0,01;0
"scholarcy";0;0;0;0;0;0;0,01;0
"smodin";0;0;0;0;0;0;0,01;0
"wordai";0;0;0;0;0;0;0,01;0
"litmaps";0;0;0;0;0;0;0,01;0
"craiyon";0;0;0;0;0;0;0,02;0
"dreamstudio";0;0;0;0;0;0,01;0,01;0
"neurogen";0;0;0;0;0;0;0,01;0
"nightcafe";0;0;0;0;0;0;0,01;0
"sensei";0;0;0;0;0;0;0,02;0
"animaker";0;0;0;0;0;0;0,01;0
"gitmind";0;0;0;0;0;0;0,02;0
"lumen5";0;0;0;0;0;0;0,01;0
"piktochart";0;0;0;0;0;0;0,01;0
"slidesai";0;0;0;0;0;0;0,02;0
"starryai";0;0;0;0;0;0;0,01;0
"vosaic";0;0;0;0;0;0;0,01;0
"codesquire";0;0;0;0;0;0;0,01;0
"phind";0;0;0;0;0;0;0,01;0
"tabnine";0;0;0;0;0;0;0,01;0
"cuenti";0;0;0;0;0;0;0,01;0
"diffit";0;0;0;0;0;0;0,01;0
"nearpod";0;0;0;0;0;0;0,01;0
"planeo";0;0;0;0;0;0;0,01;0
"questionwell";0;0;0;0;0;0;0,01;0
"quizbot";0;0;0;0;0;0;0,01;0
"socrative";0;0;0;0;0;0;0,01;0
"wiris";0;0;0;0;0;0;0,01;0
"travesía";0,01;0;0;0;0;0;0,01;0
"potenciadas";0;0;0,02;0,01;0;0;0,01;0,01
"bruno";0,01;0;0;0;0;0,01;0;0,01
"latour";0;0;0;0;0;0;0,01;0,01
"encrucijada";0;0;0;0;0;0,01;0,01;0
"faro";0;0;0;0,01;0;0;0,01;0,01
"foucault";0;0;0;0,02;0;0,01;0;0
"poesía";0,01;0;0;0,01;0,03;0,01;0;0
"sonarqube";0;0;0;0;0;0,02;0;0
"diversificación";0;0;0,02;0;0;0,01;0,02;0
"estilística";0;0;0;0;0;0;0,03;0
"lugo";0;0;0;0;0;0,01;0,01;0
"conformidad";0;0;0,04;0,06;0,03;0;0,01;0
"url";0;0;0,04;0;0;0;0,01;0
"cor";0;0;0,04;0;0,03;0;0,01;0
"referenciar";0;0;0;0;0,03;0;0,01;0
"estandarización";0,01;0;0;0;0,03;0;0,01;0,01
"premium";0;0;0;0;0;0,01;0,01;0
"escanear";0;0;0;0;0;0;0,01;0
"asemejar";0;0;0;0;0;0;0,01;0
"recomen";0;0;0,02;0;0;0;0,01;0
"mendeley";0;0;0;0;0;0,01;0;0
"navegador";0,03;0;0;0;0;0,01;0,01;0
"echar";0,07;0;0;0,06;0,03;0,01;0,01;0
"sinónimos";0;0;0;0,01;0;0,01;0,01;0
"funcio";0;0;0,02;0;0;0;0,01;0
"chrome";0;0;0;0;0;0;0,01;0
"carpeta";0,02;0;0;0;0;0;0;0
"gmail";0,01;0;0;0;0;0,02;0,01;0
"abreviatura";0;0;0;0,03;0;0;0;0
"gigante";0,04;0;0,04;0,02;0;0,01;0,01;0
"researchrabbit";0;0;0;0;0;0;0,01;0
"israel";0;0;1,74;0,01;0;0,01;0,01;0
"decodificador";0;0;0;0;0;0;0,01;0
"beta";0;0;0;0;0;0,01;0,01;0
"bubble";0;0;0;0,02;0;0;0;0,01
"combinen";0,01;0;0;0,02;0;0;0;0,01
"generator";0;0;0;0;0;0;0;0,01
"magic";0;0;0;0;0;0,01;0;0
"genai";0;0;0;0;0;0;0,06;0
"impulsor";0;0,06;0,04;0,01;0;0,01;0,01;0
"persuasiva";0;0;0;0;0;0,01;0,01;0
"peach";0;0;0;0;0;0;0,01;0
"cedillo";0;0;0;0;0;0;0,01;0
"lógicamente";0;0;0,02;0;0;0;0,01;0
"agrícola";0,03;0,06;0,02;0,04;0;0;0,01;0
"asequible";0,04;0;0,02;0,09;0;0,01;0,01;0,01
"rentable";0,02;0;0;0,01;0;0;0,01;0
"trazabilidad";0;0;0;0;0,03;0;0,03;0
"banca";0,07;0;0;0,01;0,03;0;0,01;0
"ciberataques";0,05;0;0;0;0;0;0;0
"clusterización";0;0;0;0;0;0;0,01;0,02
"manufactura";0,01;0;0,09;0,03;0;0;0;0
"modelización";0;0;0;0;0;0;0,02;0
"mapear";0;0;0;0,01;0;0,01;0,01;0,01
"climática";0;0;0;0;0;0;0,01;0
"tempo";0;0;0;0;0;0;0;0,01
"pronosticar";0;0;0;0,01;0,03;0,02;0,01;0
"coexistir";0;0;0;0;0;0,01;0,01;0
"hipotéticos";0,01;0;0;0;0;0,01;0;0
"reloj";0,03;0,12;0;0;0,03;0;0,01;0
"colombiano";0;0;0,24;0;0;0,01;0,01;0
"flacso";0;0;0;0;0;0,01;0,03;0
"population";0;0;0;0,03;0;0;0,02;0
"controlled";0;0;0;0;0;0;0,01;0
"pájaro";0;0;0;0;0;0,04;0,01;0
"finlandia";0;0,36;0,13;0,03;0;0,03;0,01;0
"medibles";0;0;0;0,01;0;0;0,01;0,01
"gustavo";0,01;0;0;0;0;0,02;0,01;0
"laia";0;0;0;0;0;0,01;0,04;0
"alejandra";0;0;0;0;0;0,01;0,01;0,01
"catedrático";0;0;0;0,01;0;0;0,01;0
"dl";0;0;0;0;0;0,01;0;0,01
"cortana";0,01;0;0,02;0,04;0,03;0,01;0;0
"clasificarse";0,01;0;0;0,03;0;0;0;0
"winkler";0;0;0;0;0;0,04;0;0
"söllner";0;0;0;0;0;0,04;0;0
"wollny";0;0;0;0;0;0,02;0;0
"brustenga";0;0;0;0;0;0,02;0;0
"georgia";0,01;0;0,04;0,02;0;0,02;0,01;0
"deakin";0;0;0;0,02;0;0,03;0;0
"calendario";0,01;0;0;0,01;0;0,01;0;0
"inmediatez";0;0;0;0;0;0,02;0,01;0,01
"codiseño";0;0;0;0;0;0,05;0,01;0
"ubicuo";0,01;0;0;0,01;0,03;0;0;0,01
"azure";0;0;0;0,03;0;0,01;0,01;0
"futuroscapítulo";0;0;0;0;0;0,12;0;0
"tfm";0;0;0;0;0;0;0,01;0
"acp";0;0;0;0;0;0,02;0;0
"2chatbots";0;0;0;0;0;0,03;0;0
"teachable";0;0;0;0,02;0;0,04;0,01;0
"duolingo";0;0;0;0,02;0;0;0,02;0
"ferroso";0;0;0;0;0;0,02;0;0
"repasar";0,01;0;0;0;0;0,01;0,01;0,01
"implantar";0,04;0;0,06;0,03;0,06;0,02;0,01;0
"hola";0;0;0;0,01;0;0,02;0,01;0
"culpar";0;0;0;0;0;0,02;0;0,01
"cycle";0;0;0;0;0;0;0,01;0
"reasoning";0;0;0;0;0;0,01;0,01;0
"emt";0;0;0;0;0;0;0,02;0
"preestablecidas";0;0;0;0;0;0,01;0;0
"3chatbots";0;0;0;0;0;0,03;0;0
"batista";0;0;0;0;0;0,01;0,01;0
"cocreadores";0;0;0;0;0;0;0,02;0
"jo";0;0;0,02;0;0;0;0;0
"gasto";0,03;0;0,13;0,02;0;0,02;0,01;0,01
"impar";0;0;0;0;0;0,01;0;0,04
"proactividad";0;0;0,02;0;0;0,01;0;0
"urgir";0;0;0;0;0;0,01;0;0,01
"private";0;0;0;0,03;0;0;0,01;0,02
"consumers";0;0;0;0;0;0;0,01;0
"adop";0;0;0,17;0;0;0;0;0
"longitudinal";0;0;0;0;0;0;0,01;0,01
"enterprise";0;0;0;0;0;0;0;0,02
"planeación";0;0;0;0;0;0,01;0,01;0
"graham";0;0;0;0,03;0;0,01;0;0
"4chatbots";0;0;0;0;0;0,03;0;0
"labs";0,01;0;0,02;0,03;0,06;0,02;0;0
"iso";0;0;0;0;0;0,01;0,01;0
"suficiencia";0;0;0;0;0;0;0,01;0
"mina";0,05;0;0,06;0;0;0;0;0
"presionar";0;0,06;0,02;0,01;0;0,01;0;0
"aws";0,01;0;0;0,02;0;0,02;0,01;0
"procedencia";0,03;0;0;0;0;0,01;0;0
"icesi";0;0;0;0;0;0,01;0,01;0
"constructivismo";0;0;0;0;0;0,01;0,01;0
"evaluativo";0;0;0;0;0;0,01;0;0,01
"5chatbots";0;0;0;0;0;0,02;0;0
"entende";0;0;0;0;0;0;0,01;0
"focalizar";0;0;0;0;0;0;0,01;0
"cíclico";0;0;0;0,01;0;0,02;0;0
"eduguia";0;0;0;0;0;0,03;0;0
"evaluativos";0;0;0;0;0;0,01;0,01;0
"uc";0,01;0;0;0,01;0;0,01;0;0
"individualizar";0;0;0;0,01;0;0,01;0,01;0
"copy";0;0;0;0;0;0,01;0,01;0,01
"palo";0,05;0;0;0;0;0;0;0
"degrees";0,01;0;0;0;0;0,01;0,01;0
"iesalc";0;0;0;0;0;0,17;0,01;0
"fontenoy";0;0;0;0,03;0;0,01;0;0
"75352";0;0;0;0,03;0;0,01;0;0
"edificio";0,06;0;0,02;0;0;0,02;0,01;0,01
"attribution";0;0;0;0,03;0,06;0,02;0;0
"sharealike";0;0;0;0,02;0;0,02;0;0
"igo";0;0;0,17;0,05;0;0,03;0,01;0,01
"adjetivos";0;0;0;0,01;0;0,01;0,01;0
"emma";0;0;0;0;0;0,01;0;0
"pedró";0;0;0;0;0;0,02;0;0
"apellido";0;0;0;0;0;0,01;0;0
"inapropiadas";0;0;0;0;0;0,02;0;0
"regenerar";0,01;0;0;0;0;0,02;0;0
"usd";0;0;1,85;0;0;0;0;0
"reactivas";0;0;0;0,01;0;0,02;0;0
"remitir";0;0;0,02;0;0;0,01;0,01;0
"solicitante";0,01;0,06;0,02;0;0;0,01;0;0
"sullivan";0;0;0;0;0;0,02;0;0,01
"letter";0;0;0;0;0;0,01;0,01;0
"censurar";0;0;0;0,05;0;0,02;0;0
"intersectorial";0;0;0,02;0,04;0;0,01;0,01;0
"actualizarse";0;0;0;0;0;0;0;0,01
"órgano";0,02;0;0;0,01;0;0,01;0,01;0,01
"leyenda";0;0;0;0;0;0,04;0,01;0
"narraciones";0;0;0;0;0;0,02;0,01;0
"profundicen";0;0;0;0;0;0,01;0,01;0
"papelógrafo";0;0;0;0;0;0,03;0;0
"conflictivo";0;0;0;0,06;0;0,01;0;0
"cómic";0;0;0;0;0;0,02;0;0
"valle";0,01;0;0;0;0;0,02;0,01;0
"porqué";0;0;0;0;0;0;0,01;0
"inimaginables";0,01;0;0;0;0;0;0,01;0,01
"desaf";0;0;0;0;0;0,02;0,03;0
"íos";0;0;0;0;0;0,01;0,03;0
"enf";0;0;0;0;0;0;0,01;0
"constitución";0;0;0;0,01;0;0,01;0,01;0
"federación";0,01;0;0;0,01;0;0;0,01;0
"legislativo";0,01;0;0,04;0,01;0;0;0,02;0
"eventual";0;0;0,04;0;0;0,01;0;0
"retorno";0;0;0,02;0;0;0;0,01;0,01
"ausente";0;0;0;0;0;0,01;0;0,01
"latex";0;0;0;0;0;0;0,01;0
"asegúrese";0;0;0;0;0;0,02;0,01;0,01
"anécdota";0,01;0;0;0;0;0,03;0,01;0,01
"inside";0,01;0;0;0;0;0,01;0;0
"ferran";0,06;0;0;0;0;0,01;0;0
"2019b";0;0;0,41;0,07;0;0,01;0;0
"miller";0,01;0;0;0,02;0;0,01;0,01;0
"enriquezca";0;0;0;0;0;0;0,01;0,01
"clarificación";0;0;0;0;0;0;0;0,01
"confidencial";0;0;0;0,01;0,06;0,01;0,01;0
"writer";0;0;0;0;0,03;0;0;0,01
"analíticos";0,01;0;0,02;0;0,03;0;0,01;0
"apéndice";0;0;0;0;0;0,05;0,01;0
"reproducibilidad";0;0;0;0;0,03;0;0,01;0,01
"scratch";0;0,06;0;0;0;0,01;0,03;0
"asia";0,02;0;0;0,1;0;0,06;0,01;0
"subjetivación";0;0;0;0;0,03;0,04;0;0
"stephen";0,01;0;0,02;0,01;0;0,03;0;0
"erudición";0;0;0;0;0;0,03;0;0
"productor";0,02;0;0;0,03;0;0,01;0,01;0,01
"pág";0;0;0;0;0;0,02;0;0
"arriesgar";0,02;0,06;0;0;0;0,01;0;0,01
"anna";0;0;0;0,02;0;0;0,01;0
"montserrat";0,04;0;0;0;0;0;0,01;0
"mireia";0;0;0;0;0;0;0,01;0
"ribera";0;0;0;0;0;0;0,02;0
"montesdeoca";0;0;0;0;0;0;0,01;0
"ingeniera";0;0;0;0,01;0;0;0,01;0
"sénior";0;0;0,04;0,01;0;0;0;0
"virginia";0,02;0;0,04;0,01;0;0,01;0;0
"alicia";0;0;0;0;0,06;0;0;0
"gartner";0,01;0;0;0;0;0;0,02;0
"granja";0,04;0;0;0;0;0;0;0
"imprenta";0;0;0;0;0;0,03;0;0
"sergio";0;0;0;0;0;0;0,01;0,01
"milisegundo";0,13;0;0;0;0;0;0;0
"preestablecidos";0;0;0;0;0;0;0,01;0
"iterar";0;0;0;0,01;0;0,01;0,01;0
"cielo";0;0;0;0;0;0,01;0;0
"chispa";0;0;0;0;0;0;0,01;0
"cenozoica";0;0;0;0;0;0;0,01;0
"votación";0,01;0;0,02;0,01;0;0;0;0
"firma";0,01;0;0,06;0,02;0;0;0,02;0
"arabia ";0;0;0,06;0;0;0;0,01;0
"parábola";0;0;0;0;0;0;0,02;0
"num";0;0;0;0;0;0;0,01;0
"modernización";0;0;0;0;0;0;0,01;0
"biotecnología";0;0;0,02;0,02;0;0,01;0;0,03
"pioneras";0,01;0;0,04;0;0;0;0,01;0
"árabe";0,01;0;0,11;0,09;0;0;0,01;0
"testear";0,01;0;0;0,01;0;0;0,01;0
"fundacionales";0;0;0;0,01;0;0,01;0,01;0
"juez";0,01;0;0;0,03;0;0;0,01;0
"mutación";0,01;0;0;0;0;0,01;0;0
"cooperar";0,04;0;0;0,01;0;0;0,01;0
"xi";0;0;0;0;0;0;0,01;0
"conexionismo";0;0;0;0;0;0;0,01;0,01
"3b";0;0;0;0;0;0,02;0;0
"seq";0;0;0;0;0;0;0,02;0
"ht";0;0;0;0;0;0;0,02;0
"sequence";0;0;0,02;0;0;0;0,01;0
"codificador";0;0;0;0;0;0;0,01;0
"laboratory";0,01;0;0;0;0;0;0,01;0
"bulos";0;0;0;0;0;0;0,01;0
"detector";0;0;0;0;0;0;0,01;0
"gptzero";0;0;0;0;0;0,01;0,01;0
"checking";0;0;0;0;0;0;0,01;0
"complementarse";0;0;0,02;0;0;0,01;0,01;0
"detail";0;0;0;0,03;0,06;0;0;0,01
"disruptivo";0;0;0;0,01;0;0,01;0,01;0,01
"interpela";0;0;0;0;0;0;0;0,02
"focales";0;0;0;0;0;0;0,01;0
"desconexión";0;0;0;0;0;0,01;0,01;0,01
"copiloto";0,01;0;0;0;0;0,06;0;0
"alerta";0,02;0;0;0,01;0;0;0,01;0,02
"tecnopedagógico";0;0;0;0;0;0;0,03;0,01
"deloitte";0;0;0;0,02;0;0;0,01;0
"consulting";0;0;0;0,02;0;0;0,01;0,01
"tps";0;0;0;0;0;0;0,01;0
"herft";0;0;0;0;0;0,02;0;0
"1952";0;0;0;0;0;0,01;0;0,01
"christian";0,01;0;0;0;0;0,01;0,01;0
"multinacional";0;0;0,19;0,01;0;0;0;0
"comest";0;0;0;0,08;0;0;0;0
"aéreo";0,03;0;0;0,03;0;0;0;0
"subconjunto";0,01;0;0;0,02;0;0,01;0;0
"oreja";0;0;0;0,01;0;0;0,01;0
"reciclar";0;0;0;0;0;0,02;0;0
"predecibles";0;0;0;0,04;0;0,02;0;0
"deuda|deudo";0,01;0;0,13;0;0;0;0;0
"imagenes";0;0;0;0;0;0,03;0;0
"vocación";0,01;0;0;0;0;0,01;0,01;0
"iipe";0;0;0,02;0;0;0;0,01;0
"morduchowicz";0;0;0;0;0;0,01;0,01;0,01
"tamara";0;0;0;0;0;0,01;0;0
"florencia";0;0,06;0;0;0;0;0,01;0
"ángeles";0,02;0;0,06;0;0;0,01;0;0
"graciela";0;0;0;0;0;0;0,01;0
"caldeiro";0;0;0;0;0;0;0,01;0
"acrítica";0;0;0;0;0;0;0;0,01
"montevideo";0;0;0;0;0;0,01;0,02;0,02
"proactivas";0;0;0,02;0,01;0;0,01;0,01;0
"bid";0;0;0,45;0;0;0,02;0,02;0
"diferenciados";0,01;0;0;0;0;0;0;0,01
"ceibal";0;0;0,04;0;0;0,02;0,06;0,01
"orientadores";0;0,06;0;0;0;0;0,01;0
"uruguay";0,01;0;0,17;0,01;0;0,02;0,03;0,02
"dislexia";0;0,18;0,02;0,01;0;0;0,01;0
"debilitar";0,01;0;0;0,03;0;0,01;0,01;0,01
"asir|asistir";0;0;0;0;0;0,02;0;0,01
"guionistas";0;0;0;0;0;0,01;0,01;0
"caf";0;0;0;0;0;0;0,03;0
"ministerial";0;0;0;0;0;0;0,01;0,01
"habilitadores";0;0;0;0;0;0;0,01;0
"curi";0;0;0;0;0;0;0,01;0
"iluminar";0,01;0;0;0;0;0,01;0;0
"iste";0;0;0;0,03;0;0,19;0,02;0
"mineduc";0;0;0;0;0;0,02;0,01;0
"magerko";0;0;0;0;0;0;0,02;0
